Filename,Instance_Number,Objective_Index,Additional infos_gap,Additional infos_computation_time,Additional infos_obj,Additional infos_solved,Metrics_Envy Freeness,Metrics_Relative Mean Deviation,Metrics_Gini Coefficient,Metrics_Jain's Fairness Index,Metrics_Energy Shortfall,Metrics_Relative Range,Metrics_Coefficient of Variation,Metrics_Hoover Index,Metrics_Utility
solution_36_obj=8_h_lns.log,36,8,-1.0,600.01088,0.180191,0,0.1259005339900935,0.8425939765309346,0.5315623211508814,0.5238305002662909,1228.284490999999,2.827521834512302,0.9534224985643035,0.4212969882654673,0.2344814966951237
solution_30_obj=0_h_lns.log,30,0,-1.0,601.473951,114.797051,0,0.1898498543066155,1.1522915254115202,0.6598609162825145,0.3703590129698475,6041.945721,3.4290893475076305,1.303872232233209,0.5761457627057601,0.28699264496182725
solution_18_obj=0_h_lns.log,18,0,-1.0,600.090732,52.50178,0,0.1846416319035586,1.263830395830816,0.6998562631100083,0.3197856388848975,2900.320751999999,3.7479331790076076,1.4584562981139948,0.631915197915408,0.26250879420244894
solution_49_obj=3_h_lns.log,49,3,-1.0,600.586097,-46534.253396,0,0.212971435242272,1.1477381649785483,0.6197429901479288,0.40885773289707145,2655.384689999997,2.8738709898157353,1.2024302635850437,0.5738690824892742,0.3419265428326684
solution_4_obj=5_h_lns.log,4,5,-1.0,600.008606,0.34567,0,0.0872674439319678,0.4065153164148426,0.3033252867840288,0.7618536596612316,1199.1917139999994,2.8740405762055996,0.5590957319672831,0.20325765820742128,0.2848254769941485
solution_55_obj=0_h_lns.log,55,0,-1.0,601.635364,114.18811,0,0.18771470865735565,1.1212844457001414,0.6559191231959461,0.37757793522947036,5931.982594999993,3.4455372674485907,1.2839236135746424,0.5606422228500707,0.28547028934504565
solution_35_obj=6_h_lns.log,35,6,-1.0,600.006918,0.308322,0,0.0958209019977492,0.45404372682068267,0.3224563625937637,0.7495451432518325,1226.5948799999994,2.6357807038982815,0.5780505672230409,0.22702186341034136,0.29418769167622344
solution_16_obj=1_h_lns.log,16,1,-1.0,600.399898,29.692707,0,0.14123653352426704,0.7302903526672427,0.4760676516703967,0.5869256626088437,2693.6988679999986,3.06938914466956,0.8389238823155948,0.3651451763336213,0.29518987556403614
solution_49_obj=0_h_lns.log,49,0,-1.0,600.29247,45.121858,0,0.16109631537193977,1.2302213292961541,0.7104797038644599,0.3112167328030693,2442.4010099999978,4.359071832978097,1.4876810276783554,0.6151106646480771,0.22560930723737851
solution_26_obj=1_h_lns.log,26,1,-1.0,600.448091,67.70493,0,0.13385123920571512,0.5824027803218723,0.3946291800818939,0.6762884063885811,6129.1825839999965,2.8593919979401137,0.6918519282611334,0.29120139016093616,0.3383343600693534
solution_47_obj=4_h_lns.log,47,4,-1.0,600.590375,0.860682,0,0.15540195752575298,0.7960924882373757,0.5006930331686134,0.5592045763282775,2776.5205859999974,2.784314476728833,0.8878368775308277,0.3980462441186879,0.3088218479086643
solution_33_obj=8_h_lns.log,33,8,-1.0,600.042532,0.123932,0,0.10528359495382193,1.2224942640856176,0.7310270894742195,0.2690880660470125,782.575905999999,6.768808915802268,1.6481066348434146,0.6112471320428087,0.14258125383458686
solution_24_obj=2_h_lns.log,24,2,-1.0,600.181028,-1290.977246,0,0.21010952501839256,1.2088665474569347,0.6444114396110857,0.37745512140197807,6115.971659000001,3.0223207985678484,1.2842591575215037,0.6044332737284673,0.3252335981688009
solution_53_obj=8_h_lns.log,53,8,-1.0,600.404172,0.211963,0,0.15656703496162522,0.9155900624323084,0.5841422878118486,0.4559411628963751,5426.2102369999975,3.680410336378138,1.0923669028349265,0.4577950312161542,0.2673588621006126
solution_54_obj=6_h_lns.log,54,6,-1.0,600.428338,0.322888,0,0.095994144445727,0.32566460775388495,0.23067883318953197,0.8507808568836965,6114.687530000003,2.1801872816538044,0.4187968593559415,0.16283230387694247,0.4150972924591755
